"data_id","language","form","age","gender","mom_ed","comprehension","production"
50520,"English","WG",13,"Male",NA,76,22
50521,"English","WG",13,"Male",NA,91,15
50522,"English","WG",13,"Male",NA,63,0
50523,"English","WG",13,"Male",NA,58,15
50524,"English","WG",13,"Male",NA,272,16
50525,"English","WG",13,"Female",NA,64,5
50526,"English","WG",13,"Female",NA,34,11
50527,"English","WG",13,"Male",NA,45,1
50528,"English","WG",13,"Male",NA,173,12
50529,"English","WG",13,"Female",NA,35,10
50530,"English","WG",13,"Female",NA,227,14
50531,"English","WG",13,"Male",NA,154,22
50532,"English","WG",13,"Female",NA,48,1
50533,"English","WG",13,"Male",NA,249,28
50534,"English","WG",13,"Male",NA,151,19
50535,"English","WG",13,"Female",NA,156,16
50536,"English","WG",13,"Female",NA,269,9
50537,"English","WG",13,"Female",NA,142,35
50538,"English","WG",13,"Male",NA,84,0
50539,"English","WG",13,"Female",NA,114,6
50540,"English","WG",13,"Male",NA,146,5
50541,"English","WG",13,"Female",NA,100,6
50542,"English","WG",13,"Female",NA,160,10
50543,"English","WG",13,"Male",NA,17,4
50544,"English","WG",13,"Female",NA,17,1
50545,"English","WG",13,"Female",NA,103,8
50546,"English","WG",13,"Male",NA,115,1
50547,"English","WG",13,"Female",NA,57,14
50548,"English","WG",13,"Male",NA,82,11
50549,"English","WG",13,"Female",NA,43,6
50550,"English","WG",13,"Male",NA,110,15
50551,"English","WG",13,"Female",NA,138,16
50552,"English","WG",13,"Male",NA,188,12
50553,"English","WG",13,"Male",NA,28,1
50554,"English","WG",13,"Female",NA,28,6
50555,"English","WG",13,"Female",NA,289,41
50556,"English","WG",13,"Male",NA,135,19
50557,"English","WG",13,"Female",NA,208,84
50558,"English","WG",13,"Female",NA,29,16
50559,"English","WG",13,"Female",NA,193,10
50560,"English","WG",13,"Female",NA,199,5
50561,"English","WG",13,"Male",NA,227,12
50562,"English","WG",13,"Male",NA,109,28
50563,"English","WG",13,"Male",NA,55,4
50564,"English","WG",13,"Female",NA,177,35
50565,"English","WG",13,"Female",NA,263,15
50566,"English","WG",13,"Female",NA,93,31
50567,"English","WG",13,"Female",NA,61,14
50568,"English","WG",13,"Male",NA,65,2
50569,"English","WG",13,"Female",NA,88,24
50570,"English","WG",13,"Male",NA,27,1
50571,"English","WG",13,"Male",NA,128,2
50572,"English","WG",13,"Female",NA,57,10
50573,"English","WG",13,"Male",NA,91,31
50574,"English","WG",13,"Female",NA,40,1
50575,"English","WG",13,"Male",NA,80,13
50576,"English","WG",13,"Male",NA,145,11
50577,"English","WG",13,"Male",NA,318,24
50578,"English","WG",13,"Female",NA,113,32
50579,"English","WG",13,"Male",NA,87,6
50580,"English","WG",13,"Female",NA,136,25
50581,"English","WG",13,"Male",NA,215,28
50582,"English","WG",13,"Female",NA,149,58
50583,"English","WG",13,"Female",NA,51,7
50584,"English","WG",13,"Female",NA,70,3
50585,"English","WG",13,"Female",NA,205,33
50586,"English","WG",13,"Male",NA,294,80
50587,"English","WG",13,"Male",NA,220,114
50588,"English","WG",12,"Male",NA,36,6
50589,"English","WG",13,"Male",NA,36,4
50590,"English","WG",13,"Male",NA,94,0
50591,"English","WG",13,"Male",NA,104,30
50592,"English","WG",13,"Female",NA,82,3
50593,"English","WG",13,"Male",NA,278,48
50594,"English","WG",13,"Male",NA,80,3
50595,"English","WG",13,"Male",NA,62,5
50596,"English","WG",13,"Female",NA,45,11
50597,"English","WG",13,"Male",NA,26,3
50598,"English","WG",13,"Male",NA,156,0
50599,"English","WG",13,"Female",NA,80,2
50600,"English","WG",13,"Male",NA,195,2
50601,"English","WG",13,"Female",NA,210,55
50602,"English","WG",13,"Female",NA,154,5
50603,"English","WG",13,"Female",NA,180,17
50604,"English","WG",13,"Male",NA,187,51
50605,"English","WG",13,"Male",NA,153,18
50606,"English","WG",13,"Male",NA,219,33
50607,"English","WG",13,"Female",NA,146,12
50608,"English","WG",13,"Male",NA,168,27
50609,"English","WG",13,"Female",NA,146,36
50610,"English","WG",13,"Female",NA,149,33
50611,"English","WG",13,"Male",NA,160,57
50612,"English","WG",13,"Male",NA,167,7
50613,"English","WG",13,"Male",NA,4,0
50614,"English","WG",13,"Male",NA,62,6
50615,"English","WG",13,"Male",NA,49,4
50616,"English","WG",13,"Male",NA,81,4
50617,"English","WG",13,"Male",NA,84,12
50618,"English","WG",13,"Female",NA,152,69
50619,"English","WG",13,"Male",NA,275,12
50620,"English","WG",13,"Male",NA,140,13
50621,"English","WG",13,"Male",NA,138,4
50622,"English","WG",13,"Male",NA,45,3
50623,"English","WG",13,"Male",NA,53,8
50624,"English","WG",13,"Female",NA,64,2
50625,"English","WG",13,"Male",NA,59,10
50626,"English","WG",13,"Female",NA,58,13
50627,"English","WG",13,"Male",NA,23,1
50628,"English","WG",13,"Female",NA,263,96
50629,"English","WG",13,"Male",NA,95,11
50630,"English","WG",13,"Male",NA,20,6
50631,"English","WG",13,"Male",NA,120,13
50632,"English","WG",13,"Female",NA,52,7
50633,"English","WG",13,"Male",NA,136,10
50634,"English","WG",13,"Female",NA,80,16
50635,"English","WG",13,"Male",NA,105,3
50636,"English","WG",13,"Female",NA,111,7
50637,"English","WG",13,"Female",NA,147,36
50638,"English","WG",13,"Male",NA,49,1
50639,"English","WG",13,"Female",NA,166,25
50640,"English","WG",13,"Female",NA,192,3
50641,"English","WG",13,"Female",NA,177,15
50642,"English","WG",13,"Male",NA,120,27
50643,"English","WG",13,"Male",NA,210,42
50644,"English","WG",13,"Female",NA,14,0
50645,"English","WG",13,"Female",NA,145,10
50646,"English","WG",13,"Male",NA,47,22
50647,"English","WG",13,"Male",NA,30,1
50648,"English","WG",13,"Female",NA,274,3
50649,"English","WG",13,"Female",NA,108,3
50650,"English","WG",13,"Male",NA,156,3
50651,"English","WG",13,"Female",NA,64,21
50652,"English","WG",13,"Male",NA,104,8
50653,"English","WG",13,"Female",NA,42,12
50654,"English","WG",13,"Female",NA,297,15
50655,"English","WG",13,"Female",NA,112,36
50656,"English","WG",13,"Female",NA,235,20
50657,"English","WG",13,"Male",NA,118,7
50658,"English","WG",13,"Female",NA,234,35
50659,"English","WG",13,"Female",NA,206,45
50660,"English","WG",13,"Female",NA,50,0
50661,"English","WG",13,"Female",NA,151,1
50662,"English","WG",13,"Male",NA,73,4
50663,"English","WG",13,"Male",NA,154,7
50664,"English","WG",13,"Male",NA,108,11
50665,"English","WG",13,"Male",NA,92,10
50666,"English","WG",13,"Male",NA,135,0
50667,"English","WG",13,"Male",NA,52,22
50668,"English","WG",13,"Female",NA,64,5
50669,"English","WG",13,"Male",NA,93,4
50670,"English","WG",13,"Male",NA,3,0
50671,"English","WG",13,"Female",NA,18,1
50672,"English","WG",13,"Female",NA,145,5
50673,"English","WG",13,"Female",NA,247,164
50674,"English","WG",13,"Male",NA,105,27
50675,"English","WG",13,"Male",NA,34,7
50676,"English","WG",13,"Female",NA,188,5
50677,"English","WG",13,"Female",NA,266,23
50678,"English","WG",13,"Male",NA,117,8
50679,"English","WG",13,"Male",NA,76,19
50680,"English","WG",13,"Male",NA,55,20
50681,"English","WG",13,"Male",NA,147,27
50682,"English","WG",13,"Male",NA,28,14
50683,"English","WG",13,"Female",NA,136,34
50684,"English","WG",13,"Male",NA,56,4
50685,"English","WG",13,"Male",NA,127,20
50686,"English","WG",13,"Female",NA,272,8
50687,"English","WG",13,"Female",NA,53,12
50688,"English","WG",13,"Female",NA,141,38
50689,"English","WG",13,"Male",NA,137,12
50690,"English","WG",13,"Male",NA,271,24
50691,"English","WG",13,"Male",NA,186,5
50692,"English","WG",13,"Male",NA,204,13
50693,"English","WG",13,"Female",NA,305,15
50694,"English","WG",13,"Male",NA,73,19
50695,"English","WG",13,"Male",NA,87,0
50696,"English","WG",13,"Female",NA,149,28
50697,"English","WG",13,"Female",NA,173,14
50698,"English","WG",13,"Male",NA,65,13
50699,"English","WG",13,"Male",NA,160,13
50700,"English","WG",13,"Male",NA,10,1
50701,"English","WG",13,"Male",NA,39,4
50702,"English","WG",13,"Female",NA,179,17
50703,"English","WG",13,"Male",NA,71,20
50704,"English","WG",13,"Female",NA,89,13
50705,"English","WG",13,"Male",NA,84,13
50706,"English","WG",13,"Male",NA,86,1
50707,"English","WG",13,"Female",NA,101,34
50708,"English","WG",13,"Female",NA,106,18
50709,"English","WG",13,"Female",NA,20,14
50710,"English","WG",13,"Female",NA,191,29
50711,"English","WG",13,"Male",NA,131,16
50712,"English","WG",13,"Male",NA,145,10
50713,"English","WG",13,"Male",NA,128,4
50714,"English","WG",13,"Male",NA,70,4
50715,"English","WG",12,"Female",NA,104,19
50716,"English","WG",13,"Male",NA,274,41
50717,"English","WG",13,"Male",NA,75,5
50718,"English","WG",13,"Male",NA,123,20
50719,"English","WG",13,"Male",NA,23,0
50720,"English","WG",13,"Male",NA,57,8
50721,"English","WG",13,"Male",NA,239,38
50722,"English","WG",13,"Female",NA,145,18
50723,"English","WG",13,"Male",NA,120,28
50724,"English","WG",13,"Female",NA,227,21
50725,"English","WG",13,"Male",NA,86,7
50726,"English","WG",13,"Male",NA,72,3
50727,"English","WG",13,"Female",NA,219,49
50728,"English","WG",12,"Female",NA,123,35
50729,"English","WG",13,"Female",NA,199,28
50730,"English","WG",13,"Male",NA,43,0
50731,"English","WG",13,"Male",NA,118,19
50732,"English","WG",13,"Male",NA,71,5
50733,"English","WG",13,"Female",NA,59,3
50734,"English","WG",13,"Male",NA,163,8
50735,"English","WG",13,"Female",NA,34,12
50736,"English","WG",13,"Female",NA,94,5
50737,"English","WG",13,"Male",NA,113,4
50738,"English","WG",13,"Female",NA,42,4
50739,"English","WG",13,"Male",NA,141,17
50740,"English","WG",13,"Female",NA,165,18
50741,"English","WG",13,"Female",NA,89,22
50742,"English","WG",13,"Male",NA,35,2
50743,"English","WG",13,"Male",NA,220,9
50744,"English","WG",13,"Male",NA,90,22
50745,"English","WG",13,"Female",NA,186,34
50746,"English","WG",13,"Female",NA,64,5
50747,"English","WG",13,"Male",NA,142,24
50748,"English","WG",13,"Male",NA,57,0
50749,"English","WG",13,"Female",NA,195,17
50750,"English","WG",13,"Male",NA,67,45
50751,"English","WG",13,"Female",NA,103,12
50752,"English","WG",13,"Female",NA,248,68
50753,"English","WG",13,"Female",NA,153,26
50754,"English","WG",13,"Female",NA,132,15
50755,"English","WG",13,"Male",NA,105,10
50756,"English","WG",13,"Male",NA,21,1
50757,"English","WG",13,"Female",NA,116,16
50758,"English","WG",13,"Female",NA,90,43
50759,"English","WG",13,"Female",NA,61,7
50760,"English","WG",13,"Female",NA,62,2
50761,"English","WG",13,"Male",NA,149,7
50762,"English","WG",13,"Male",NA,97,31
50763,"English","WG",13,"Female",NA,100,5
50764,"English","WG",13,"Male",NA,18,7
50765,"English","WG",13,"Female",NA,30,2
50766,"English","WG",13,"Male",NA,124,13
50767,"English","WG",13,"Male",NA,141,5
50768,"English","WG",13,"Male",NA,154,27
50769,"English","WG",13,"Female",NA,11,0
50770,"English","WG",13,"Male",NA,126,18
50771,"English","WG",13,"Female",NA,263,4
50772,"English","WG",13,"Female",NA,126,26
50773,"English","WG",13,"Female",NA,49,22
50774,"English","WG",13,"Male",NA,272,1
50775,"English","WG",13,"Male",NA,234,18
50776,"English","WG",13,"Male",NA,144,10
50777,"English","WG",13,"Male",NA,257,28
50778,"English","WG",13,"Female",NA,163,20
50779,"English","WG",13,"Female",NA,34,7
50780,"English","WG",13,"Male",NA,24,2
50781,"English","WG",13,"Male",NA,233,9
50782,"English","WG",13,"Male",NA,27,3
50783,"English","WG",13,"Female",NA,141,4
50784,"English","WG",13,"Male",NA,47,17
50785,"English","WG",13,"Female",NA,96,17
50786,"English","WG",13,"Male",NA,118,0
50787,"English","WG",13,"Male",NA,107,8
50788,"English","WG",13,"Female",NA,93,5
50789,"English","WG",13,"Female",NA,151,22
50790,"English","WG",13,"Female",NA,125,21
50791,"English","WG",13,"Female",NA,58,0
50792,"English","WG",13,"Female",NA,173,4
50793,"English","WG",13,"Male",NA,63,3
50794,"English","WG",13,"Male",NA,9,0
50795,"English","WG",13,"Female",NA,96,14
50796,"English","WG",13,"Female",NA,307,18
50797,"English","WG",13,"Male",NA,97,31
50798,"English","WG",13,"Female",NA,200,79
50799,"English","WG",13,"Female",NA,60,9
50800,"English","WG",13,"Male",NA,184,10
50801,"English","WG",13,"Female",NA,279,43
50802,"English","WG",13,"Female",NA,87,3
50803,"English","WG",13,"Male",NA,51,5
50804,"English","WG",13,"Male",NA,49,11
50805,"English","WG",13,"Male",NA,182,22
50806,"English","WG",13,"Female",NA,132,8
50807,"English","WG",13,"Female",NA,126,23
50808,"English","WG",13,"Male",NA,183,22
50809,"English","WG",13,"Male",NA,141,5
50810,"English","WG",13,"Male",NA,182,17
50811,"English","WG",13,"Male",NA,169,12
50812,"English","WG",13,"Male",NA,283,12
50813,"English","WG",13,"Female",NA,118,2
50814,"English","WG",13,"Female",NA,47,10
50815,"English","WG",13,"Female",NA,199,8
50816,"English","WG",13,"Male",NA,91,12
50817,"English","WG",13,"Female",NA,140,9
50818,"English","WG",13,"Male",NA,153,36
50819,"English","WG",13,"Female",NA,289,24
50820,"English","WG",13,"Male",NA,193,1
50821,"English","WG",13,"Male",NA,124,19
50822,"English","WG",13,"Female",NA,95,10
50823,"English","WG",13,"Male",NA,76,2
50824,"English","WG",13,"Male",NA,40,9
50825,"English","WG",13,"Male",NA,43,5
50826,"English","WG",13,"Female",NA,31,6
50827,"English","WG",13,"Male",NA,11,1
50828,"English","WG",13,"Male",NA,58,8
50829,"English","WG",13,"Female",NA,23,8
50830,"English","WG",13,"Male",NA,200,15
50831,"English","WG",13,"Male",NA,29,5
50832,"English","WG",13,"Female",NA,234,23
50833,"English","WG",13,"Female",NA,62,9
50834,"English","WG",13,"Female",NA,166,56
50835,"English","WG",13,"Male",NA,48,3
50836,"English","WG",13,"Male",NA,134,1
50837,"English","WG",13,"Female",NA,39,12
50838,"English","WG",13,"Female",NA,107,28
50839,"English","WG",13,"Male",NA,31,3
50840,"English","WG",13,"Female",NA,258,24
50841,"English","WG",13,"Male",NA,143,19
50842,"English","WG",13,"Male",NA,171,13
50843,"English","WG",13,"Female",NA,151,14
50844,"English","WG",13,"Male",NA,65,13
50845,"English","WG",13,"Male",NA,109,5
50846,"English","WG",13,"Female",NA,77,10
50847,"English","WG",13,"Male",NA,179,26
50848,"English","WG",13,"Male",NA,51,2
50849,"English","WG",13,"Male",NA,103,19
50850,"English","WG",13,"Male",NA,22,6
50851,"English","WG",13,"Male",NA,99,11
50852,"English","WG",13,"Male",NA,67,11
50853,"English","WG",13,"Male",NA,217,23
50854,"English","WG",13,"Female",NA,157,8
50855,"English","WG",13,"Male",NA,150,4
50856,"English","WG",13,"Female",NA,31,7
50857,"English","WG",13,"Female",NA,42,3
50858,"English","WG",13,"Female",NA,54,10
50859,"English","WG",13,"Female",NA,76,2
50860,"English","WG",13,"Female",NA,91,9
50861,"English","WG",13,"Female",NA,146,34
50862,"English","WG",13,"Male",NA,153,5
50863,"English","WG",13,"Female",NA,22,4
50864,"English","WG",13,"Female",NA,56,10
50865,"English","WG",13,"Male",NA,186,30
50866,"English","WG",13,"Male",NA,173,1
50867,"English","WG",13,"Male",NA,55,8
50868,"English","WG",13,"Female",NA,48,21
50869,"English","WG",13,"Female",NA,50,5
50870,"English","WG",13,"Female",NA,104,7
50871,"English","WG",13,"Male",NA,95,11
50872,"English","WG",13,"Female",NA,131,33
50873,"English","WG",13,"Female",NA,92,8
50874,"English","WG",13,"Female",NA,134,17
50875,"English","WG",13,"Male",NA,51,13
50876,"English","WG",13,"Female",NA,20,5
50877,"English","WG",13,"Female",NA,86,0
50878,"English","WG",13,"Female",NA,150,35
50879,"English","WG",13,"Male",NA,126,10
50880,"English","WG",13,"Female",NA,72,10
50881,"English","WG",13,"Male",NA,234,9
50882,"English","WG",13,"Male",NA,83,5
50883,"English","WG",13,"Female",NA,142,32
50884,"English","WG",13,"Male",NA,258,6
50885,"English","WG",13,"Male",NA,247,7
50886,"English","WG",13,"Female",NA,86,31
50887,"English","WG",13,"Male",NA,88,23
50888,"English","WG",13,"Female",NA,88,4
50889,"English","WG",13,"Male",NA,70,28
50890,"English","WG",13,"Male",NA,134,6
50891,"English","WG",13,"Female",NA,213,25
50892,"English","WG",13,"Male",NA,209,35
50893,"English","WG",13,"Male",NA,254,50
50894,"English","WG",13,"Male",NA,26,0
50895,"English","WG",13,"Female",NA,26,1
50896,"English","WG",13,"Female",NA,104,30
50897,"English","WG",13,"Female",NA,85,9
50898,"English","WG",13,"Male",NA,117,1
50899,"English","WG",13,"Male",NA,104,2
50900,"English","WG",13,"Female",NA,17,2
50901,"English","WG",13,"Male",NA,9,4
50902,"English","WG",13,"Male",NA,35,0
50903,"English","WG",13,"Female",NA,82,17
50904,"English","WG",13,"Female",NA,118,10
50905,"English","WG",13,"Female",NA,217,42
50906,"English","WG",13,"Male",NA,27,5
50907,"English","WG",13,"Female",NA,104,21
50908,"English","WG",13,"Male",NA,41,10
50909,"English","WG",13,"Female",NA,27,3
50910,"English","WG",13,"Female",NA,233,7
50911,"English","WG",13,"Female",NA,72,5
50912,"English","WG",13,"Male",NA,178,0
50913,"English","WG",13,"Male",NA,97,13
50914,"English","WG",13,"Male",NA,45,18
50915,"English","WG",13,"Female",NA,132,14
50916,"English","WG",13,"Female",NA,250,153
50917,"English","WG",13,"Male",NA,94,5
50918,"English","WG",13,"Male",NA,22,3
50919,"English","WG",13,"Female",NA,182,21
50920,"English","WG",13,"Female",NA,15,5
50921,"English","WG",13,"Male",NA,127,14
50922,"English","WG",13,"Female",NA,25,1
50923,"English","WG",13,"Male",NA,234,22
50924,"English","WG",13,"Male",NA,100,8
50925,"English","WG",13,"Female",NA,392,187
50926,"English","WG",13,"Female",NA,82,12
50927,"English","WG",13,"Male",NA,19,9
50928,"English","WG",13,"Female",NA,325,5
50929,"English","WG",13,"Male",NA,27,4
50930,"English","WG",13,"Male",NA,40,2
50931,"English","WG",13,"Male",NA,38,15
50932,"English","WG",13,"Male",NA,339,6
50933,"English","WG",13,"Male",NA,55,1
50934,"English","WG",13,"Female",NA,100,3
50935,"English","WG",13,"Female",NA,51,4
50936,"English","WG",13,"Male",NA,117,2
50937,"English","WG",13,"Male",NA,74,29
50938,"English","WG",13,"Male",NA,152,0
50939,"English","WG",13,"Male",NA,101,15
50940,"English","WG",13,"Male",NA,225,9
50941,"English","WG",13,"Male",NA,62,5
50942,"English","WG",13,"Female",NA,104,10
50943,"English","WG",13,"Male",NA,59,0
50944,"English","WG",13,"Female",NA,50,12
50945,"English","WG",13,"Male",NA,56,2
50946,"English","WG",13,"Male",NA,176,11
50947,"English","WG",13,"Male",NA,52,17
50948,"English","WG",13,"Male",NA,241,11
50949,"English","WG",13,"Male",NA,59,3
50950,"English","WG",13,"Female",NA,117,4
50951,"English","WG",13,"Male",NA,104,3
50952,"English","WG",13,"Male",NA,152,18
50953,"English","WG",13,"Female",NA,177,6
50954,"English","WG",13,"Female",NA,63,2
50955,"English","WG",13,"Female",NA,245,26
50956,"English","WG",13,"Male",NA,70,3
50957,"English","WG",13,"Male",NA,156,14
50958,"English","WG",13,"Female",NA,126,4
50959,"English","WG",13,"Female",NA,108,12
50960,"English","WG",13,"Male",NA,69,0
50961,"English","WG",14,"Male",NA,97,3
50962,"English","WG",13,"Female",NA,218,24
50963,"English","WG",13,"Male",NA,204,16
50964,"English","WG",13,"Male",NA,159,16
50965,"English","WG",13,"Female",NA,83,11
50966,"English","WG",13,"Male",NA,181,30
50967,"English","WG",13,"Male",NA,52,10
50968,"English","WG",13,"Female",NA,147,2
50969,"English","WG",13,"Male",NA,232,9
50970,"English","WG",13,"Female",NA,26,10
50971,"English","WG",13,"Female",NA,40,1
50972,"English","WG",13,"Male",NA,191,56
50973,"English","WG",13,"Male",NA,162,52
50974,"English","WG",13,"Male",NA,147,7
50975,"English","WG",13,"Male",NA,131,26
50976,"English","WG",13,"Male",NA,183,3
50977,"English","WG",13,"Female",NA,54,5
50978,"English","WG",13,"Female",NA,153,79
50979,"English","WG",13,"Male",NA,194,4
50980,"English","WG",13,"Female",NA,123,18
50981,"English","WG",13,"Male",NA,134,3
50982,"English","WG",13,"Male",NA,146,80
50983,"English","WG",13,"Female",NA,81,15
50984,"English","WG",13,"Male",NA,123,16
50985,"English","WG",13,"Female",NA,203,24
50986,"English","WG",13,"Female",NA,183,45
50987,"English","WG",13,"Female",NA,196,18
50988,"English","WG",13,"Male",NA,121,37
50989,"English","WG",13,"Female",NA,96,6
50990,"English","WG",13,"Male",NA,33,3
50991,"English","WG",13,"Male",NA,138,13
50992,"English","WG",13,"Female",NA,86,12
50993,"English","WG",13,"Male",NA,107,10
50994,"English","WG",13,"Female",NA,171,5
50995,"English","WG",13,"Male",NA,66,2
50996,"English","WG",13,"Male",NA,13,4
50997,"English","WG",13,"Male",NA,21,2
50998,"English","WG",13,"Male",NA,96,8
50999,"English","WG",13,"Female",NA,156,23
51000,"English","WG",13,"Female",NA,203,3
51001,"English","WG",13,"Female",NA,64,2
51002,"English","WG",13,"Female",NA,89,9
51003,"English","WG",13,"Male",NA,153,29
51004,"English","WG",13,"Female",NA,199,36
51005,"English","WG",13,"Male",NA,98,19
51006,"English","WG",13,"Female",NA,160,22
51007,"English","WG",13,"Female",NA,216,61
51008,"English","WG",13,"Male",NA,18,0
51009,"English","WG",13,"Female",NA,155,14
51010,"English","WG",13,"Male",NA,66,6
51011,"English","WG",13,"Female",NA,173,46
51012,"English","WG",13,"Female",NA,46,22
51013,"English","WG",13,"Male",NA,171,0
51014,"English","WG",13,"Female",NA,163,6
51015,"English","WG",13,"Female",NA,73,15
51016,"English","WG",16,"Female",NA,164,24
51017,"English","WG",16,"Female",NA,265,16
51018,"English","WG",16,"Male",NA,123,60
51019,"English","WG",16,"Female",NA,193,15
51020,"English","WG",16,"Male",NA,72,15
51021,"English","WG",16,"Female",NA,74,13
51022,"English","WG",16,"Female",NA,338,65
51023,"English","WG",16,"Male",NA,225,83
51024,"English","WG",16,"Male",NA,254,34
51025,"English","WG",16,"Male",NA,274,43
51026,"English","WG",16,"Female",NA,254,121
51027,"English","WG",16,"Female",NA,193,35
51028,"English","WG",16,"Male",NA,251,74
51029,"English","WG",16,"Female",NA,259,117
51030,"English","WG",16,"Female",NA,294,92
51031,"English","WG",16,"Female",NA,334,3
51032,"English","WG",16,"Female",NA,331,7
51033,"English","WG",16,"Male",NA,188,40
51034,"English","WG",16,"Male",NA,236,75
51035,"English","WG",16,"Female",NA,122,31
51036,"English","WG",16,"Male",NA,333,15
51037,"English","WG",16,"Male",NA,273,95
51038,"English","WG",16,"Male",NA,335,8
51039,"English","WG",16,"Female",NA,245,44
51040,"English","WG",16,"Female",NA,213,88
51041,"English","WG",16,"Female",NA,112,23
51042,"English","WG",16,"Female",NA,224,5
51043,"English","WG",16,"Male",NA,184,16
51044,"English","WG",16,"Male",NA,49,10
51045,"English","WG",16,"Female",NA,187,26
51046,"English","WG",16,"Female",NA,115,3
51047,"English","WG",16,"Male",NA,156,37
51048,"English","WG",16,"Female",NA,169,55
51049,"English","WG",16,"Male",NA,31,2
51050,"English","WG",16,"Male",NA,61,7
51051,"English","WG",16,"Male",NA,221,54
51052,"English","WG",16,"Male",NA,132,35
51053,"English","WG",16,"Female",NA,212,49
51054,"English","WG",16,"Female",NA,126,32
51055,"English","WG",16,"Male",NA,249,55
51056,"English","WG",16,"Female",NA,178,31
51057,"English","WG",16,"Male",NA,194,89
51058,"English","WG",16,"Male",NA,373,4
51059,"English","WG",16,"Male",NA,191,21
51060,"English","WG",16,"Female",NA,118,30
51061,"English","WG",16,"Female",NA,199,71
51062,"English","WG",16,"Female",NA,19,3
51063,"English","WG",16,"Male",NA,98,17
51064,"English","WG",16,"Male",NA,391,357
51065,"English","WG",16,"Female",NA,225,12
51066,"English","WG",16,"Male",NA,199,45
51067,"English","WG",16,"Male",NA,133,49
51068,"English","WG",16,"Male",NA,112,28
51069,"English","WG",16,"Male",NA,133,6
51070,"English","WG",16,"Female",NA,186,23
51071,"English","WG",16,"Female",NA,392,229
51072,"English","WG",16,"Male",NA,117,24
51073,"English","WG",16,"Male",NA,308,14
51074,"English","WG",16,"Male",NA,188,37
51075,"English","WG",16,"Male",NA,199,30
51076,"English","WG",16,"Female",NA,230,24
51077,"English","WG",16,"Female",NA,319,48
51078,"English","WG",16,"Female",NA,153,21
51079,"English","WG",16,"Male",NA,340,17
51080,"English","WG",16,"Male",NA,325,40
51081,"English","WG",16,"Female",NA,172,32
51082,"English","WG",16,"Female",NA,349,26
51083,"English","WG",16,"Male",NA,119,48
51084,"English","WG",16,"Male",NA,155,57
51085,"English","WG",16,"Female",NA,147,4
51086,"English","WG",16,"Male",NA,199,33
51087,"English","WG",16,"Female",NA,180,108
51088,"English","WG",16,"Male",NA,207,141
51089,"English","WG",16,"Male",NA,262,24
51090,"English","WG",16,"Male",NA,242,101
51091,"English","WG",16,"Female",NA,161,35
51092,"English","WG",16,"Male",NA,83,5
51093,"English","WG",16,"Female",NA,357,106
51094,"English","WG",16,"Male",NA,281,43
51095,"English","WG",16,"Female",NA,226,133
51096,"English","WG",16,"Female",NA,270,47
51097,"English","WG",16,"Female",NA,222,84
51098,"English","WG",16,"Male",NA,109,4
51099,"English","WG",16,"Male",NA,156,75
51100,"English","WG",16,"Male",NA,233,70
51101,"English","WG",16,"Female",NA,209,7
51102,"English","WG",16,"Female",NA,212,12
51103,"English","WG",16,"Female",NA,311,250
51104,"English","WG",16,"Female",NA,276,1
51105,"English","WG",16,"Female",NA,229,75
51106,"English","WG",16,"Female",NA,162,49
51107,"English","WG",16,"Female",NA,308,2
51108,"English","WG",16,"Male",NA,128,11
51109,"English","WG",16,"Female",NA,157,45
51110,"English","WG",16,"Male",NA,206,49
51111,"English","WG",16,"Female",NA,84,30
51112,"English","WG",16,"Male",NA,224,88
51113,"English","WG",16,"Female",NA,352,39
51114,"English","WG",16,"Male",NA,154,25
51115,"English","WG",16,"Female",NA,197,15
51116,"English","WG",16,"Male",NA,294,8
51117,"English","WG",16,"Female",NA,292,81
51118,"English","WG",16,"Male",NA,116,40
51119,"English","WG",16,"Male",NA,112,3
51120,"English","WG",16,"Female",NA,311,6
51121,"English","WG",16,"Female",NA,204,1
51122,"English","WG",16,"Female",NA,352,22
51123,"English","WG",16,"Female",NA,317,145
51124,"English","WG",16,"Male",NA,100,3
51125,"English","WG",16,"Female",NA,315,169
51126,"English","WG",16,"Female",NA,240,82
51127,"English","WG",16,"Female",NA,287,172
51128,"English","WG",16,"Male",NA,139,5
51129,"English","WG",16,"Female",NA,36,3
51130,"English","WG",16,"Female",NA,159,19
51131,"English","WG",16,"Female",NA,243,9
51132,"English","WG",16,"Female",NA,258,79
51133,"English","WG",16,"Male",NA,278,19
51134,"English","WG",16,"Male",NA,333,126
51135,"English","WG",16,"Male",NA,158,11
51136,"English","WG",16,"Female",NA,104,32
51137,"English","WG",16,"Male",NA,198,8
51138,"English","WG",16,"Male",NA,266,69
51139,"English","WG",16,"Male",NA,82,11
51140,"English","WG",16,"Female",NA,52,14
51141,"English","WG",16,"Male",NA,269,13
51142,"English","WG",16,"Female",NA,199,19
51143,"English","WG",16,"Male",NA,213,67
51144,"English","WG",16,"Male",NA,254,15
51145,"English","WG",17,"Male",NA,151,18
51146,"English","WG",16,"Male",NA,191,26
51147,"English","WG",16,"Female",NA,299,17
51148,"English","WG",16,"Female",NA,182,37
51149,"English","WG",16,"Female",NA,144,28
51150,"English","WG",16,"Female",NA,178,15
51151,"English","WG",16,"Male",NA,174,71
51152,"English","WG",16,"Female",NA,377,80
51153,"English","WG",16,"Male",NA,155,59
51154,"English","WG",16,"Female",NA,325,6
